user_id,product_id
129389,42701
129389,21938
129389,5373
129389,28849
129389,41588
129389,3382
129389,19478
129389,28985
129389,49383
129389,40604
129389,8654
129389,2447
129389,24489
129389,26128
129389,15527
129389,41950
129389,20638
129389,27451
129389,10243
98256,35108
98256,40593
98256,17461
98256,22825
98256,25256
98256,47626
98256,37220
98256,12980
98256,27548
98256,45504
98256,18531
98256,47209
98256,24024
98256,38544
98256,37288
98256,31915
81606,43352
81606,21386
81606,13176
81606,8571
81606,33768
194309,48559
194309,1158
194309,42944
201744,48946
201744,22935
201744,21903
201744,31717
201744,4920
201744,25647
201744,49156
201744,29926
201744,47900
201744,9436
119216,12384
119216,15991
119216,13176
119216,20995
119216,18362
119216,35887
119216,49683
119216,4920
119216,28199
119866,5699
119866,32740
119866,8592
119866,1446
119866,46313
119866,19970
119866,49390
119866,32981
119866,40063
202527,28413
202527,24532
202527,14715
202527,16974
202527,37980
52564,35561
52564,33059
52564,43721
184886,48679
184886,4605
184886,28204
184886,21903
184886,8385
382,10070
382,42450
382,33198
382,34866
85264,27344
85264,27355
89125,19887
89125,33000
89125,13176
39630,20915
39630,21949
39630,8817
39630,37867
39630,12850
39630,21553
39630,34005
183833,31509
183833,27979
183833,20955
183833,383
183833,44384
183833,28012
183833,27356
183833,13966
183833,2240
183833,17341
37913,16349
10951,36884
10951,48183
10951,26172
10951,4778
10951,34519
10951,11983
10951,18346
10951,21067
10951,41602
10951,27656
10951,17417
10951,22282
10951,47827
10951,32917
10951,5077
10951,4447
10951,3703
10951,34233
10951,28921
10951,15364
191597,16797
191597,39275
191597,43352
191597,46041
191597,29223
172786,14129
172786,22298
172786,17600
172786,6141
172786,42169
172786,12144
172786,11403
172786,36929
79165,3513
79165,39276
79165,20307
79165,19677
94330,397
94330,34993
94330,17183
94330,37788
94330,1025
94330,4799
94330,276
160959,30274
160959,3594
160959,14994
160959,45433
160959,44514
160959,32624
160959,604
160959,21195
160959,4493
27498,18963
27498,24852
27498,39408
27498,49683
27498,4485
87889,24852
87889,37646
87889,47209
87889,36606
87889,32442
87889,14467
87889,40706
87889,5876
87889,22298
87889,38827
87889,39275
87889,38647
87889,47626
87889,34448
87889,46194
91977,10833
91977,24852
91977,34004
91977,35430
91977,11121
91977,36086
91977,32971
127522,42736
127522,8671
127522,17872
127522,5876
127522,27966
127522,13176
127522,8251
127522,24385
127522,30391
127522,8518
127522,32734
127522,11520
127522,18234
127522,32177
127522,40709
127522,45123
127522,3464
127522,41950
127522,26940
127522,6740
127522,38315
127522,25800
41591,7021
41591,4799
41591,24964
41591,11520
41591,9076
41591,1376
41591,47209
41591,21903
41591,21910
41591,34050
34016,21903
34016,47231
34016,21137
34016,43122
34016,19057
34016,47209
34016,48857
150647,23375
150647,2825
150647,22825
150647,13176
150647,26604
150647,42265
137346,32549
137346,46077
137346,12902
66984,9934
66984,22395
66984,36929
66984,37110
66984,13176
66984,37646
66984,27966
66984,17123
66984,38777
66984,2298
66984,48628
66984,781
66984,13249
66984,22935
66984,890
66984,17794
66984,22963
66984,44910
12295,42265
12295,22507
12295,4149
12295,29127
12295,15541
12295,13042
12295,20940
12295,10473
12295,17207
12295,38928
12295,6184
12295,16974
189943,10017
189943,43394
189943,37766
189943,26209
189943,47766
189943,28849
189943,20114
122048,25886
122048,41674
122048,9327
122048,24203
122048,34854
122048,34640
122048,6046
122048,287
122048,12508
122048,13733
5430,17889
5430,9292
5430,15424
5430,18988
5430,38959
26599,19155
26599,1940
26599,25170
83434,3397
83434,21955
83434,38689
83434,45368
83434,7658
83434,37102
5738,13176
5738,11422
5738,27514
5738,46654
5738,47993
5738,5438
5738,46226
5738,25670
96594,43739
96594,17924
96594,31805
96594,9387
96594,196
96594,7768
96594,17207
96594,1629
96594,21288
115481,43875
115481,27845
115481,47049
115481,8186
115481,34134
115481,42345
115481,28682
115481,36342
115481,12341
115481,11140
115481,23060
128213,11067
128213,11481
128213,44008
128213,35824
69984,10017
69984,12023
69984,47209
69984,41544
69984,5876
69984,31553
69984,31717
69984,26209
69984,39389
69984,44632
199522,28204
199522,39108
199522,4472
199522,43950
199522,29228
199522,42548
199522,20588
199522,24852
199522,47479
199522,38515
199522,5514
152590,28413
152590,24125
152590,11759
152590,21903
3321,46667
3321,14129
3321,11136
3321,27247
3321,17902
3321,45681
3321,7715
3321,15392
3321,12456
3321,14540
3321,26369
106387,25138
106387,2361
106387,10915
106387,39275
106387,21616
106387,12341
106387,33768
106387,40709
106387,24889
106387,5959
106387,43889
106387,45646
106387,44077
106387,21019
106387,46383
106387,25195
75136,31974
75136,14159
75136,33357
75136,38996
75136,39844
91667,49510
91667,36481
91667,5120
91667,43154
91667,24184
91667,2295
91667,8277
91667,34969
91667,47626
91667,15290
91667,2979
91667,22935
91667,30391
91667,23233
91667,48057
91667,31040
91667,38944
91667,39619
91667,38273
91667,36550
91667,18079
96511,32403
96511,12899
96511,21573
96511,32455
96511,16797
197745,4210
197745,4377
197745,39461
197745,13627
197745,13110
197745,12397
197745,4840
197745,11256
190599,10761
190599,27845
190599,42118
190599,24852
190599,23734
190599,2295
190599,26604
186444,25931
186444,43014
186444,24838
186444,47209
186444,15040
186444,22867
186444,10385
186444,21137
186444,39928
186444,46394
186444,44683
83499,35417
83499,14117
83499,3376
83499,20520
83499,4421
83499,39469
83499,16797
83499,37646
41155,13176
41155,1087
41155,35503
41155,4945
41155,40587
41155,11574
41155,37935
41155,43352
41155,39561
41155,2124
41155,13292
41155,12023
41155,4605
41155,10060
21551,1463
21551,11193
21551,34423
21551,28842
21551,13984
21551,42300
21551,17594
21551,34065
21551,18306
4041,16797
4041,19691
4041,32259
4041,20217
4041,21349
4041,33776
4041,41611
4041,34063
4041,42240
166645,37634
166645,36004
166645,45253
166645,47123
166645,32566
166645,23115
166645,22950
166645,17706
155476,16797
155476,39947
155476,31748
155476,44119
155476,38770
155476,49279
155476,2707
155476,45312
155476,40338
155476,46881
155476,6128
155476,13637
155476,4105
155476,46052
155476,8538
102020,21616
102020,19511
102020,47626
102020,35628
102020,18523
102020,24852
102020,2067
102020,21137
102020,43961
102020,7485
102020,9366
102020,47766
102020,30442
102020,49131
102020,46654
102020,27690
102020,27548
102020,1158
102020,26252
102020,49683
102020,15649
102020,38400
102020,28993
105579,17794
105579,20600
105579,5876
105579,37011
105579,26648
43798,42265
43798,33043
43798,890
43798,44449
43798,12797
5189,5825
5189,44303
5189,48784
5189,23293
5189,42813
5189,6218
56022,44116
56022,21903
56022,4793
56022,39121
56022,29742
56022,18288
56022,45633
56022,2929
56022,1376
56022,35503
56022,14332
56022,35704
56022,14540
56022,25230
56022,48385
56022,35561
56022,1392
56022,1374
56022,39928
56022,21137
56022,24852
56022,26604
56022,49235
56022,44375
56022,5646
130239,13194
130239,47226
130239,28454
130239,33671
130239,39620
130239,23909
130239,39581
130239,27323
130239,42677
130239,4966
130239,39408
130239,13176
130239,29487
130239,25727
40375,35221
40375,16521
40375,11520
40375,17948
187742,9337
187742,10121
187742,37630
187742,22035
187742,20379
187742,39928
187742,12395
187742,21137
187742,10849
187742,47766
187742,48464
187742,49683
187742,48287
187742,37158
175918,4366
175918,17600
175918,12276
175918,30949
175918,46175
175918,36772
175918,30850
175918,44116
175918,25451
175918,2275
175918,28465
175918,10761
175918,19019
175918,33439
175918,34565
175918,35134
175918,38782
175918,38090
175918,33184
175918,1136
175918,37460
175918,28515
175918,4006
175918,37867
175918,41973
175918,27177
175918,29963
108185,46584
108185,38200
108185,13991
108185,8025
108185,32105
108185,35176
108185,12157
62781,19660
62781,196
18783,6249
18783,1408
18783,5729
18783,9138
18783,16570
18783,4472
18783,21616
18783,44926
18783,47852
18783,3561
18783,37825
18783,47626
4988,29487
4988,44625
4988,27966
4988,24830
4988,27104
4988,39001
4988,19446
4988,44570
4988,26410
4988,37462
16694,30850
16694,5794
16694,1695
16694,40386
4645,28745
4645,22124
4645,26604
4645,5212
178958,1194
178958,12276
178958,13176
178958,27423
178958,17600
178958,4920
178958,28204
178958,26790
178958,27690
178958,42443
178958,4210
178958,11712
161214,4210
161214,11210
161214,2839
161214,19836
161214,49505
161214,27288
161214,23011
161214,37449
161214,47144
161214,22620
161214,24184
161214,18019
161214,19539
161214,14168
161214,16177
161214,21938
161214,44455
161214,16370
161214,27509
161214,42548
161214,30958
161214,4497
161214,12945
161214,39335
161214,46167
161214,30413
161214,31562
161214,38819
161214,20114
161214,34092
161214,5048
161214,26179
161214,14936
161214,5672
141357,35535
141357,31577
141357,47783
141357,30391
141357,43394
141357,16953
141357,11513
184205,36011
184205,21847
184205,14872
184205,42075
184205,38381
184205,7751
184205,42383
184205,5212
184205,13708
86865,36217
86865,8195
86865,25146
86865,7948
86865,4715
86865,10616
86865,49478
86865,18848
86865,26165
86865,14131
86865,19076
86865,35871
86865,49056
86865,31555
86865,22894
86865,37751
86865,42240
86865,15452
86865,33651
86865,36066
86865,40310
73241,5876
73241,35951
73241,9450
73241,26216
73241,21405
73241,24852
73241,6873
73241,34969
73241,20114
73241,23689
102275,16797
102275,20574
102275,17461
102275,15429
102275,49683
128979,46654
128979,35503
128979,27171
128979,21903
128979,19706
128979,8193
128979,46313
91891,24954
91891,1688
91891,37371
91891,5782
91891,1263
91891,23763
91891,24385
91891,4495
91891,31164
91891,31766
124725,45504
124725,35003
124725,48657
124725,23955
124725,22920
124725,23375
124725,39636
124725,48590
124725,37358
124725,1186
124725,40332
124725,49199
119087,27104
119087,42342
75394,2078
75394,27756
75394,44987
75394,27323
75394,49465
75394,35898
75394,40593
75394,39481
75394,11132
75394,20119
75394,14947
75394,21283
75394,31660
75394,33351
75394,44603
136173,8571
136173,21292
136173,32303
136173,16283
25967,18908
25967,22395
25967,23400
25967,17206
25967,44142
25967,29987
25967,31506
25967,28425
25967,12572
23750,40545
23750,26604
23750,28204
23750,41273
23750,48205
23750,42834
23750,31323
23750,1503
23750,46703
23750,5068
23750,28156
23750,26689
23750,33120
23750,19061
23750,39037
23750,11022
93455,42493
93455,13372
93455,3696
93455,48532
93455,38579
127081,17794
127081,18644
99471,44632
99471,9839
99471,22035
99471,16825
99471,48246
99471,14917
99471,46823
99471,6692
99471,8859
99471,37464
99471,26604
99471,19048
99471,49273
99471,43908
99471,37646
99471,28123
99471,44683
99471,36010
69812,44570
69812,24630
69812,28527
69812,21405
69812,4853
69812,26698
69812,11513
69812,28990
66104,6656
66104,22035
66104,30489
66104,36550
66104,17835
66104,22963
66104,13176
66104,49215
66104,26282
66104,49235
66104,43961
66104,44359
66104,11068
66104,43249
66104,39619
66104,29987
66104,17948
66104,20549
66104,49175
66104,35750
66104,21777
66104,17807
66104,23074
66104,2002
66104,36735
66104,1463
66138,14650
66138,6104
66138,7054
66138,25890
66138,47209
66138,24866
43629,16797
43629,9076
43629,23549
43629,37052
43629,4313
43629,25197
43629,7644
43629,47357
43629,45064
43629,9515
43629,15902
43629,39938
7440,4421
7440,18770
7440,24184
7440,13176
7440,42265
7440,16249
7440,28278
7440,7010
7440,41290
7440,39984
169467,13176
169467,35628
169467,33454
169467,15649
169467,26634
169467,13198
169467,41950
169467,24850
169467,17471
169467,5194
169467,38995
169467,7067
169467,31073
169467,47509
169467,14715
169467,10017
169467,43338
169467,27845
16288,39218
16288,4276
16288,14357
16288,18376
16288,24852
16288,33232
16288,12496
16288,8309
16288,19057
16288,44449
16288,34358
16288,9436
16288,35221
16288,3583
34858,5876
34858,24964
34858,31717
34858,34126
34858,39984
34858,45007
34858,20869
34858,22935
34858,26937
34858,21174
34858,40706
34858,21405
34858,39475
34858,5588
34858,42768
34858,4544
34858,28826
34858,29506
147650,36640
147650,17980
147650,8239
147650,17830
147650,39871
147650,19677
147650,43295
147650,48057
147650,33156
147650,11447
147650,25533
162224,48679
162224,18670
15608,43961
15608,17316
15608,14852
15608,30696
15608,169
15608,36076
15608,30169
15608,42460
15608,48423
15608,45763
15608,28156
15608,8638
15608,5547
15608,17029
15608,9018
15608,25952
15608,41970
55179,25513
55179,40709
55179,47866
55179,13870
55179,21903
55179,43513
55179,31778
55179,16900
55179,45951
55179,49227
184355,47766
184355,18465
184355,29926
184355,11005
197422,24363
197422,29625
197422,22935
197422,15995
197422,38890
197422,28432
146988,14678
146988,19678
146988,22935
146988,21903
146988,33731
146988,2386
67155,4516
67155,2712
67155,44560
67155,35042
67155,7898
67155,43154
67155,32655
67155,18721
67155,22618
88362,21131
88362,16696
88362,43616
88362,42972
88362,6991
88362,1694
88362,36316
88362,23909
88362,34185
88362,43693
88362,32650
88362,30913
88362,13641
88362,13627
88362,10957
8841,19348
8841,15979
8841,20269
8841,24186
8841,32638
8841,46222
8841,46261
130982,47626
130982,15386
130982,24852
130982,4605
130982,8518
130982,49098
130982,34067
130982,36070
130982,3148
130982,15902
130982,45066
130982,18498
130982,22866
130982,24838
130982,47185
130982,13802
130982,12218
130982,43183
130982,26040
130982,46844
130982,42352
130982,37611
130982,14850
130982,29529
130982,277
179300,45437
179300,35921
179300,43394
179300,12384
179300,1503
179300,24799
179300,22474
179300,8424
179300,46069
179300,26047
179300,45948
179300,19448
179300,17794
179300,7948
49610,31651
49610,35898
49610,26348
21343,12078
21343,13575
21343,43352
21343,21288
21343,32303
21343,26348
21343,41400
21343,30591
21343,19660
21343,16797
21343,37710
21343,13914
21343,24135
181484,432
181484,26346
181484,21938
181484,24184
181484,4605
181484,5605
181484,23537
181484,12838
181484,17794
181484,31433
181484,31553
181484,1360
41523,38650
41523,25659
41523,35951
41523,34197
41523,11712
41523,26940
41523,48364
41523,21903
41523,14881
41523,34720
41523,1158
41523,26606
41523,47209
41523,21614
51424,15383
51424,33129
51424,2390
126892,14127
126892,45645
126892,21506
191401,46931
191401,26152
191401,48697
191401,30486
103040,13176
103040,6184
103040,5161
103040,4557
103040,40969
24173,26620
24173,12576
24173,40632
24173,40599
24173,47717
24173,33716
24173,48493
24173,19448
24173,23765
73310,30489
73310,25246
73310,41801
73310,11806
97415,7308
97415,10749
97415,19048
97415,17619
97415,18531
97415,27243
111475,35383
111475,13829
111475,42719
111475,12276
111475,46720
13055,42768
13055,3494
13055,1529
13055,37193
13055,39275
13055,13984
13055,43789
24721,27966
24721,16387
24721,15712
24721,37022
24721,49683
24721,24852
24721,11422
24721,47209
16286,21616
16286,30391
16286,17949
16286,5479
181765,31915
181765,21137
181765,24390
181765,25477
181765,25331
88526,40310
88526,14464
88526,34047
88526,32691
88526,12276
88526,48800
88526,48097
88526,32141
88526,17334
198222,17560
198222,7503
198222,38944
198222,47766
198222,27104
198222,45007
198222,32959
198222,38666
198222,26032
198222,35750
198222,8955
115844,21616
115844,16185
115844,30391
115844,33731
115844,39877
115844,35715
115844,13176
115844,27966
115844,47888
115844,26209
115844,29077
115844,31640
115844,4920
115844,19240
115844,14211
115844,26301
115844,11520
115844,30252
115844,30489
184017,40332
184017,32689
184017,47626
184017,28985
184017,6779
184017,39563
162754,10017
162754,27521
162754,13838
162754,22921
162754,20178
162754,34339
162754,47626
162754,38647
162754,13130
39287,6690
39287,21524
39287,25760
39287,13536
39287,15805
39287,11472
39287,19850
39287,47734
39287,17251
17547,10957
17547,6623
17547,19019
17547,32303
117132,27344
117132,41836
117132,20580
117132,18366
117132,19736
117132,38145
22517,21903
22517,45066
22517,25370
22517,36777
22517,25980
22517,8021
22517,25020
22517,8230
22517,6341
204184,14645
204184,48226
30618,18441
30618,33279
30618,22507
30618,651
73399,42325
73399,14409
73399,14833
73399,34124
73399,17419
73399,30169
53965,24852
53965,44422
53965,7503
53965,43961
53965,28204
53965,30884
53965,11819
53965,32016
53965,24964
53965,1463
53965,27104
53965,14332
53965,41257
53965,19184
10358,3025
10358,5479
10358,24852
10358,1516
10358,12015
10358,44349
10358,28934
10358,11777
10358,32433
10358,27966
10358,44683
10358,46346
10358,48720
10358,28849
4209,5876
4209,26497
4209,17872
4209,4675
4209,21267
4209,22825
4209,41588
4209,22935
4209,5991
4209,8518
48308,21903
48308,40723
48308,27531
48308,1158
48308,37766
48308,48299
48308,46802
48308,38159
48308,35055
48308,40311
48308,5022
48308,19906
48308,29987
48308,9076
48308,43352
48308,33731
48308,24852
971,49235
971,6369
84068,40604
84068,31040
84068,31242
84068,30382
84068,31343
84068,21616
96385,37385
96385,27521
96385,18234
96385,35163
96385,31717
96385,5876
96385,24933
96385,17948
96385,26604
96385,22825
96385,13176
96385,41960
96385,5825
96385,21938
96385,47209
96385,16521
96385,7079
141062,20995
141062,35166
141062,8903
141062,38456
141062,24852
141062,7461
141062,14084
141062,33746
104879,4305
104879,23789
104879,6376
104879,49628
104879,31215
104879,11512
104879,49247
18409,21962
18409,24852
18409,45265
18409,23405
18409,23431
18409,16797
18409,9710
18409,1080
172793,23165
172793,24964
172793,39812
172793,11520
172793,41556
172793,27392
172793,20899
172793,5134
172793,37825
172793,37029
167393,7781
167393,44085
167393,20082
167393,43692
167393,14947
167393,41351
167393,25830
167393,28892
167393,20314
26978,24852
26978,30183
26978,41351
26978,31869
26978,6128
26978,34862
26978,4595
26978,16797
26978,5077
26978,23687
58122,26497
58122,38275
58122,38419
58122,1025
58122,48679
58122,30305
150723,35986
150723,18718
150723,19660
150723,2966
150723,19894
189157,21903
189157,34243
189157,16797
189157,23543
189157,3957
189157,48104
189157,25659
189157,22395
189157,23400
189157,42768
189157,22959
176417,24325
176417,41391
176417,29116
176417,12811
176417,2178
189954,5876
189954,49476
189954,9598
189954,18224
189954,36082
189954,8174
189954,12456
189954,15700
189954,18413
189954,19240
189954,29117
189954,43295
189954,47253
189954,5677
189954,33527
133810,12409
133810,45946
133810,32028
133810,21291
133810,3873
133810,13176
133810,35921
133810,36646
133810,42001
133810,3545
133810,49075
133810,29594
48052,3149
48052,13514
48052,28012
48052,1860
48052,45
48052,16275
48052,3990
48052,29252
14264,13176
14264,3066
14264,13629
14264,33845
14264,36522
14264,43955
14264,11408
14264,9366
14264,5746
14264,4799
14264,39329
14264,16797
14264,38777
14264,49683
14264,30103
14264,34664
14264,22654
14264,23734
14264,32839
14264,31343
14264,37985
14264,38188
14264,33043
14264,25753
14264,34851
177113,13740
177113,39561
177113,49396
177113,32293
177113,30774
177113,21137
177113,24838
177113,25931
177113,33352
177113,4562
92707,2994
92707,21137
92707,45535
92707,6347
92707,46709
92707,19660
92707,42585
92707,30450
92707,3142
92707,47630
21336,33000
21336,32374
21336,2421
21336,20842
21336,24852
21336,15740
21336,45368
21336,21417
21336,47893
21336,27778
143951,1503
143951,13070
143951,23217
143951,13176
143951,5077
143951,15097
143951,1688
21425,9434
21425,196
21425,19660
185440,28476
185440,40486
185440,4605
185440,8262
185440,39507
185440,14499
185440,15269
185440,27323
154766,20406
75564,26348
115481,45368
115481,28682
115481,29987
115481,39812
115481,31343
115481,38885
190709,25146
190709,28836
190709,5785
72973,47626
72973,40174
72973,16607
72973,39928
72973,20142
72973,41787
72973,20211
100208,5385
100208,27360
100208,22128
100208,2408
100208,7860
100208,44337
68303,35350
68303,36681
68303,32429
68303,34503
68303,1582
68303,28632
68303,24852
68303,36849
68303,45066
68303,48395
68303,36736
68303,3880
68303,44926
68303,34050
40286,39409
40286,20842
40286,16965
40286,8021
40286,23001
43756,47626
43756,5479
43756,48679
43756,44683
43756,29650
43756,46969
43756,45066
43756,27104
43756,7948
43756,5161
43756,41757
43756,37067
43756,26324
43756,39261
43756,10286
43756,10504
43756,86
183969,46654
183969,16797
83727,17122
83727,21137
83727,40120
83727,8953
33094,46064
33094,27156
33094,9390
33094,9076
33094,46802
33094,1158
33094,28553
33094,21077
33094,21903
33094,24852
33094,26165
33094,11941
503,5499
503,8424
503,37053
503,24852
503,21329
503,25093
503,25043
503,25890
503,40545
100052,49235
100052,37215
102339,32850
102339,49520
102339,26521
102339,21137
102339,10831
102339,8667
102339,3849
102339,14947
112125,11262
112125,3142
112125,1360
185730,13176
185730,7987
185730,21903
185730,43352
63952,3919
63952,11432
63952,14992
177947,24010
177947,4658
177947,39097
177947,40699
177947,5926
177947,39046
177947,37797
177947,4210
177947,32156
145501,24852
145501,47626
145501,35522
145501,21903
145501,25043
145501,8424
145501,28204
145501,45613
145501,14267
145501,25146
145501,42768
145501,49667
145501,44765
145501,38273
145501,31343
145501,38012
145501,35510
145501,46993
169586,23240
169586,24852
169586,44799
169586,39604
169586,46541
169586,40733
169586,46172
169586,47842
169586,19953
169586,4895
169586,33852
169586,15483
169586,4674
169586,5636
169586,29487
169586,5450
169586,41245
169586,5025
169586,4605
169586,1700
169586,307
169586,14992
169586,26283
169586,27147
169586,6165
169586,1181
169586,3999
109534,47138
109534,148
109534,1940
109534,49235
109534,35003
109534,33548
109534,14910
109534,34
109534,45681
109534,22620
109534,19660
109534,43409
109534,27244
109534,46817
109534,12863
109534,26767
109534,21694
130657,1559
130657,24852
130657,21709
130657,24041
130657,37646
130657,8277
130657,33100
130657,47087
130657,14947
130657,36011
130657,32655
100142,45066
100142,9551
100142,25919
100142,31624
100142,32784
100142,36070
156462,24489
156462,30391
156462,7577
156462,43086
156462,36183
156462,36406
156462,36070
156462,21174
156462,23054
156462,47439
156462,45368
156462,34217
156462,45613
156462,890
156462,28849
156462,49175
156462,7628
156462,24964
156462,41953
156462,46206
156462,48716
156462,8728
156462,47209
156462,13176
156462,19709
156462,25122
156462,36550
156462,16757
156462,34224
156462,27966
156462,29180
47358,21108
47358,34276
47358,27730
47358,42495
47358,11782
47358,41690
47358,17821
47358,18266
47358,25435
47358,14579
47358,40824
137575,46667
137575,26384
137575,4925
137575,41177
137575,32689
137575,34126
137575,36953
147443,46666
147443,40203
147443,45896
147443,14464
147443,36307
147443,44254
147443,25830
147443,23621
147443,14875
147443,27845
147443,10673
147443,26552
147443,8572
147443,4932
147443,8409
147443,1197
147443,32265
147443,44234
147443,26824
147443,11381
147443,21281
147443,28569
147443,4798
147443,29471
56896,17835
56896,40501
56896,13176
56896,39534
56896,27086
56896,44204
56896,10132
56896,4792
56896,7521
56896,29558
56896,39055
56896,29142
56896,28745
56896,21137
56896,17794
56896,8193
56896,22935
56896,37458
56896,45633
56896,37220
56896,22504
56896,44293
29724,9076
29724,43352
29724,21288
96828,46313
96828,33401
96828,8424
96828,24964
96828,39275
96828,24489
96828,19019
96828,2086
96828,4208
96828,46372
58701,10749
58701,29447
58701,19816
58701,12099
58701,13176
58701,44632
58701,10070
58701,30233
58701,15290
58701,25824
58701,44090
58701,41623
97664,44632
97664,6218
97664,24838
97664,44257
97664,45645
97664,31824
97664,25890
97664,21616
97664,45066
97664,41774
97664,10132
36603,47626
92123,9124
92123,35503
92123,34217
92123,23417
51178,22959
51178,24838
51178,37646
51178,36764
51178,35921
51178,41844
51178,13740
51178,47209
51178,48679
51178,9339
51178,29118
51178,35750
51178,34126
51178,16744
51178,5194
51178,19382
51178,21903
51178,27544
183623,35121
183623,29127
183623,27985
183623,14129
183623,46720
183623,18880
183623,4889
183623,9076
183623,2846
183623,24010
183623,29978
183623,39275
183623,8639
183623,5258
131535,47626
131535,46979
131535,40332
131535,39046
131535,23623
167125,19691
167125,16797
167125,13176
62481,22281
62481,37890
62481,42450
62481,41213
62481,37067
62481,45200
168855,22935
168855,35921
168855,31506
168855,48679
168855,8412
168855,45066
168855,43122
168855,19208
168855,47209
168855,7014
70322,32455
70322,10509
97039,36550
97039,5785
97039,34557
82764,2979
82764,30135
82764,2969
82764,28058
82764,16262
82764,5801
82764,6106
82764,31596
82764,29683
82764,39239
82764,4496
82764,34688
82764,11051
82764,4422
82764,49185
82764,23204
30576,7963
30576,38508
30576,22963
30576,21903
30576,44359
30576,19057
30576,30718
30576,33911
30576,36714
30576,9689
30576,26476
30576,37630
30576,21653
30576,8021
81951,27307
81951,13535
81951,18908
81951,35767
81951,42719
81951,41950
81951,21616
81951,14159
81951,8955
81951,10644
81951,7806
81951,8021
81951,30290
34840,17902
34840,38775
155188,12409
155188,21903
155188,30391
155188,46667
155188,23178
155188,13176
155188,21616
155188,8518
155188,22935
155188,7179
155188,7936
155188,5876
155188,1158
155188,5652
155188,48679
155188,24838
155188,26606
155188,6160
155188,8774
155188,44910
155188,26369
155188,43789
155188,31717
155188,3464
155188,23375
78634,11512
78634,39984
78634,46886
78634,39599
78634,39190
78634,10749
78634,14814
78634,31717
44802,46667
44802,25256
44802,47868
12711,44275
12711,27966
12711,27695
12711,45840
12711,4957
12711,5077
12711,13176
12711,17949
12711,22035
12711,21137
12711,26329
12711,5134
12711,1194
12711,40706
12711,10753
12711,16254
12711,44560
12711,37766
12711,38293
12711,5240
12711,1408
12711,18471
12711,32578
12711,26790
12711,11130
12711,48953
12711,33731
12711,47521
12711,7021
12711,43904
12711,47629
12711,35688
4076,30945
4076,31748
4076,16508
4076,47479
4076,42085
4076,34279
4076,47565
4076,44731
4076,34358
4076,872
4076,29156
4076,42345
4076,47049
4076,23527
4076,24852
